User 18371155: 62564,298274,286633,180183,178279,51436,84469,145736,297160,6964509115
User 11779764: 62564,286633,51436,298274,267557,16232,6964389719,286651,4027624215,178279
User 12293804: 499,4917442412,62564,145736,51436,271357,298274,295161,3297,1367369652
User 12985940: 286651,267557,286633,298274,84480,274486,178279,4027624215,16232,1126068419
User 13852412: 3259744496,15272,15448,595244685,196624,614090151,242031,167310752,238079,1399276087
User 11553072: 27240,145736,252920,84498,723476024,67648,180183,5808,271357,22781
User 11487040: 4594778566,72608,1372047272,4027624215,623826388,65,292504,5808,10100,287754
User 10250159: 3422,295161,287754,15272,32872,5303884212,16232,37855,65954,9031920571
User 14470268: 27240,5808,15656,28723,5610587670,252920,192159,74707,26946,3297
User 15150123: 13276,22781,84469,1422147710,22766,19735,282357,178279,192159,5812
User 19905646: 196624,30746,259551,614073139,273420,65954,425574571,6964389719,9031920571,1565
User 11882807: 287754,15656,26946,14477,282929,5808,251007,4340239883,15272,5303612776
User 16131197: 62564,286633,286651,25840,499,85381,3297,6964509115,271357,287754
User 19265652: 15656,178279,1372047272,3297,192159,259887,1126068419,29060,27240,1013224538
User 10493948: 180496,3422,192159,6964432726,378772875,10100,298274,246377,2275305671,5987
User 17673206: 178279,1367369652,520115328,98087,3297,297160,292504,241637,23441,17115
User 16427266: 178279,98087,297160,180183,1126068419,27240,15656,5808,499,28723
User 16036071: 3297,5808,72608,1921968352,102238,110172,252724,3342994197,19326,251007
User 14252529: 1126068419,259887,29060,1013224538,5808,178279,16232,1367369652,271357,7990
User 12484308: 178279,3641188801,62564,297160,520115328,3297,98087,1367369652,16232,1126068419
User 18730486: 902194547,184728,412221533,193792,616991921,5753595125,4772759303,13276,167376,595244685
User 16399025: 259551,614073139,614090151,6964389719,2932,595244685,2452820820,6070455513,5753595125,834046950
User 11818101: 692396909,181820,1372047272,293326,424926402,5847158141,259887,282928,248331,3541
User 18637661: 572421629,613338059,9031920571,15272,5303884212,1565,24228,4772759303,241346,248331
User 18676703: 15656,178279,1126068419,5808,98087,10103,3412,84480,3918,6964369749
User 11765665: 1399276087,692396909,5847158141,6964432726,10100,181820,184728,295169,248331,2809
User 10620300: 29060,98087,3412,178279,259887,1126068419,15656,11908,5808,10103
User 12289074: 5808,15656,1126068419,3297,84480,98087,74707,1422147710,10103,5258449130
User 19688142: 6964432726,62564,1029,251007,287478,5920177625,241346,9031920571,5798,42881
User 11216730: 178279,292504,62564,5808,23441,110345,241637,16232,3641188801,520115328
User 13383991: 6196535980,93366,1367369652,3259744496,144333121,5847158141,167310752,3871382696,5303884212,47291
User 19250934: 15656,5808,2652953122,178279,37855,1013224538,29060,287754,84480,259887
User 16205540: 15656,178279,27240,1013224538,193792,2652953122,297160,145736,287754,984511820
User 16739346: 299312,292504,178279,1371754294,1422147710,192159,98087,180183,65,6083
User 10746056: 5808,1126068419,259887,178279,15656,287754,19735,37855,5775,10103
User 14797590: 62564,267557,286633,274486,286651,298274,1126068419,16232,178279,4027624215
User 17710401: 72608,4594778566,292504,1372047272,287754,4027624215,65,10100,623826388,11649
User 14335377: 84480,65,667788361,292504,11908,5763153469,1372047272,1422147710,178279,1367369652
User 11545787: 1367369652,98087,84480,3297,54244,15656,1422147710,178279,62564,11908
User 18679418: 178279,5808,1372047272,1422147710,10100,98087,65,299312,6964372893,3641188801
User 12354194: 178279,292504,5808,98087,1367369652,297160,520115328,623826388,3297,3641188801
User 17976484: 5258449130,74707,18766,15656,85577,4594778566,562332391,294406,6964372893,4474927730
User 19714547: 28723,193792,297160,114667,26946,259887,2652953122,238079,287754,1395055222
User 13810570: 248331,294406,282928,30690,3871382696,84469,84803,5666649002,4474927730,234062
User 12468016: 5808,178279,1126068419,98087,29060,85577,246377,28723,10103,3297
User 14319656: 6070455513,613338059,295169,623826388,1399276087,614073139,667788361,602804672,5847158141,5303612776
User 12032671: 98087,1422147710,15656,178279,3297,10100,10103,3918,62564,85577
User 13950795: 178279,5808,1126068419,85577,1013224538,98087,10103,29060,3297,72608
User 10578325: 3412,114667,246377,77592,15272,606565167,29060,699596682,167310752,1525093386
User 11402251: 287754,5808,295161,5775,15656,1013224538,84498,282357,1126068419,26946
User 14622418: 65882,984511820,271357,27240,169119,5775,287754,84498,9031920571,572421629
User 18170845: 699596682,3412,246377,19735,15272,15656,3641188801,114667,1525093386,5812
User 13917228: 1367369652,15656,178279,84480,246377,3297,5808,610483525,10103,1422147710
User 16015972: 23512,15272,2452820820,24046,1399276087,572421629,1395055222,14477,167310752,614090151
User 11751107: 24046,293326,26946,16232,3422,14477,572421629,74707,98087,297160
User 18714676: 1367369652,16232,259887,37855,29060,167310752,293326,13276,22781,4772759303
User 15496609: 259551,62560,42881,23512,282929,5753595125,30746,3541,613338059,267794
User 17937834: 298274,84498,984511820,1013224538,259887,1126068419,572421629,3641188801,5775,19735
User 16287374: 298274,84498,984511820,1013224538,3412,297160,5775,295161,572421629,259887
User 15999575: 298274,984511820,84498,19735,1126068419,1013224538,259887,5775,295161,572421629
User 11406274: 178279,15656,297160,3297,29060,2652953122,37855,1013224538,259887,298274
User 11389314: 15656,178279,1126068419,27240,3297,1372047272,192159,1013224538,29060,259887
User 14454079: 1013224538,15656,29060,178279,5775,10103,271357,1126068419,287754,37855
User 19184311: 5808,178279,27240,145736,17115,180183,98087,74707,1126068419,13276
User 12385857: 98087,15656,4549178556,4027624215,297160,192159,77592,19735,26946,279706
User 15321962: 555692794,606565167,297160,29060,246377,10093,251007,98087,3297,4027624215
User 19544520: 15656,178279,1126068419,1372047272,3297,27240,29060,1013224538,84480,1422147710
User 14448385: 5808,1126068419,178279,85577,98087,29060,1013224538,246377,28723,1367369652
User 13884635: 178279,15656,1372047272,1126068419,29060,192159,3297,292504,27240,259887
User 16804204: 298274,984511820,84498,3412,1126068419,1013224538,5775,259887,295161,3641188801
User 19530208: 6290951140,47291,286875,3857,5775,10100,29915,499,540923531,164967473
User 16426569: 15272,9031920571,287754,16232,3641188801,5303884212,65954,24228,37855,1565
User 13182131: 616991921,193792,1029,118081,3250,219976,184728,3385814678,62560,610483525
User 12749568: 282928,293326,242031,1126068419,51436,193792,125822,259887,7990,4172036782
User 19038275: 5666649002,723476024,5303884212,62560,24228,27111,196624,51436,614090151,13276
User 15952397: 293326,26946,14477,192159,16232,297160,3422,114667,572421629,18766
User 16381749: 1126068419,15656,5808,84480,562332391,29060,178279,65954,18766,2652953122
User 11344335: 292504,178279,3641188801,62564,241637,520115328,623826388,5808,16232,23441
User 17745354: 24228,958967455,13276,275397,5753595125,23512,281934,30746,20488,412221533
User 14222981: 22766,74707,193792,5808,3297,15656,110172,169119,178279,6964369749
User 13776547: 5808,606565167,555692794,246377,29060,98087,297160,259887,3297,610483525
User 17329106: 178279,17115,1367369652,10103,15656,297160,610483525,192159,110118,4027624215
User 13188363: 5763153469,248727,3722686216,1367369652,4172036782,167270599,24228,3857,195246,13489
User 11618548: 295161,287754,3422,1126068419,5775,84498,118081,37855,1013224538,65882
User 16425412: 5798,6964432726,259887,1029,219976,180496,3641188801,54244,118081,1000
User 16846280: 15656,178279,1126068419,3297,1372047272,29060,259887,27240,84480,1013224538
User 13046589: 167270599,62560,15448,1422147710,26946,242492,110172,5666649002,4340239883,15272
User 11281568: 22766,248358,5753595125,1921968352,3224344976,169119,3385814678,42881,13276,65882
User 15677375: 169119,22766,295161,5808,271357,3385814678,5753595125,178279,60181,614090151
User 10459005: 3412,246377,5808,15272,114667,1525093386,15656,167310752,606565167,984511820
User 13080738: 15272,167310752,27111,1921968352,2452820820,4440747756,14477,723476024,13276,616991921
User 17916635: 293326,614090151,5753595125,412221533,6070455513,60181,3385814678,4917442412,14335,24046
User 16536971: 287754,2652953122,298274,1013224538,283162,37855,3918,28723,193792,297160
User 11941410: 4027624215,6964382172,958967455,499,251007,13276,6964498152,5847158141,5928583379,14335
User 17011637: 15656,5808,37855,28723,246377,1013224538,27240,193792,67648,178279
User 15108590: 98087,15656,5808,19735,85577,610483525,145736,274486,1126068419,85381
User 15741604: 192159,22766,74707,5808,295161,4027624215,27240,175477,281934,178279
User 10998936: 192159,295161,84469,74707,5808,5258449130,281934,22766,27240,175466
User 11742241: 65882,984511820,572421629,287754,271357,169119,27240,84498,251733,5775
User 10488182: 193792,2452820820,3422,22781,62560,65954,102238,723476024,2932,4592067395
User 17978664: 958967455,271357,6070455513,3259744496,275643,602804672,275397,295161,13276,3385814678
User 11586759: 3297,5808,15656,192159,287478,238079,26946,10100,6083,2613054765
User 16237823: 294406,1029,562332391,3385814678,169119,15272,295161,286875,5258449130,145736
User 15632852: 10100,17115,29060,98087,84480,15656,178279,3918,246377,1126068419
User 19373075: 5808,1277957195,293326,77592,181952,246377,192159,282929,5753595125,1921968352
User 14874510: 271357,572421629,65882,984511820,84498,27240,169119,251733,1422147710,287754
User 17434499: 26946,4340239883,7990,176672,5876341738,1367369652,15448,424926402,2603278873,2452820820
User 19824245: 5808,1126068419,178279,98087,27240,297160,85577,1013224538,246377,10103
User 16906565: 1126068419,293326,5808,297160,193792,37855,1013224538,287754,3918,26946
User 18715578: 5808,178279,1126068419,98087,246377,3297,72608,85577,29060,27240
User 11454901: 902194547,192159,15656,3641188801,610483525,98087,3412,193792,6964355876,562332391
User 18669873: 5808,1013224538,287754,37855,1126068419,3641188801,15656,85381,3918,1372047272
User 13166511: 15656,37855,1013224538,178279,5808,29060,297160,246377,287754,298274
User 11068569: 562332391,3903,242031,175765,4592067395,32872,154696,5081709038,47291,579302405
User 16555186: 5808,26946,15272,28723,39796,5303612776,58682,3385814678,1372047272,27111
User 13901573: 193792,252920,1399276087,4440747756,27240,30690,293326,164967473,13489,282928
User 11303674: 30746,27111,1395055222,1565,4340239883,425574571,4440747756,102238,60181,242492
User 11555110: 24228,958967455,275397,293326,2275305671,248331,287754,84469,13276,6964389719
User 18593191: 287754,26946,1013224538,19735,6964509115,110118,5808,84469,298274,278228
User 11542052: 178279,1126068419,98087,17115,5808,84480,85577,10103,29060,246377
User 17207245: 585050534,275643,3259744496,9031920571,4378855865,251733,62564,412221533,196624,1367369652
User 13107111: 3412,246377,15272,3641188801,5808,114667,606565167,699596682,15656,1525093386
User 15295974: 42881,3871382696,6070455513,24228,30690,5928583379,27111,259551,3541,585050534
User 10246275: 293326,184728,6964355876,412221533,193792,13276,22766,169119,167376,15272
User 15998114: 84469,47304,9031958663,537766032,5847158141,24228,412221533,425574571,2932,271357
User 15370871: 412221533,2932,6964432726,6083,5847158141,6964355876,834046950,287478,192159,3871382696
User 13680570: 1399276087,144333121,282929,238079,4378855865,613338059,6964389719,2932,287754,196624
User 19881444: 578200049,3412,3918,65954,3422,102238,24228,4440747756,834046950,293326
User 17464078: 5847158141,195246,613338059,84803,5987,1399276087,723476024,3259744496,175477,145736
User 15938562: 178279,1422147710,1372047272,180183,5808,29060,299312,1129209231,6964372893,84480
User 13620446: 6964382172,499,6964498152,251733,958967455,4917442412,24228,275643,3297,145736
User 11418995: 65,623826388,84480,15656,292504,5763153469,20826,692396909,1367369652,295169
User 17953273: 15272,613338059,192159,616991921,3541,1395055222,5753595125,238079,3297,77592
User 13879853: 298274,274486,5303884212,251733,62564,286633,958967455,6070455513,167376,30746
User 12162956: 6964432726,1029,5920177625,62564,192159,846629637,14332,287478,251007,9031920571
User 14539683: 29060,292504,15656,178279,10103,286875,10093,699596682,37855,72608
User 10580201: 4486873654,1126068419,15656,293326,28723,1659144539,20530,614073139,1565,5993643095
User 13565877: 15272,6070455513,13276,3385814678,4917442412,2452820820,242492,425574571,251733,5303884212
User 18018996: 62564,1126068419,178279,5808,1367369652,15656,562332391,19735,29060,259887
User 14067967: 62564,1126068419,178279,562332391,1367369652,29060,623826388,19735,5808,15656
User 17840764: 287754,62564,1126068419,19735,51436,84480,4027624215,274486,85381,29060
User 13475033: 1126068419,27240,4486873654,15656,67648,1367369652,28723,246377,2652953122,84498
User 18902344: 196624,4378855865,62560,3385814678,27111,5928583379,2932,58682,3541,5753595125
User 14066425: 72608,29060,15656,178279,5808,3297,4027624215,287754,251007,65
User 17718683: 15656,178279,37855,5808,2652953122,1013224538,84480,193792,259887,252920
